currentSrc,currentBasename,currentHash,proposedBasename,proposedSrc,qids,numbers,topic,subtopics,dryRun,semanticSource
/qbank/2023-test1/images/img_667e1c9064a5cdf8532161a084c91608.jpeg,img_667e1c9064a5cdf8532161a084c91608.jpeg,667e1c9064a5cdf8532161a084c91608,row-you-overtake-right-side-case-667e1c90.jpeg,/qbank/2023-test1/images/row-you-overtake-right-side-case-667e1c90.jpeg,q0229,229,row,,true,row-you-overtake-right-side-case
/qbank/2023-test1/images/img_272906d198fa322b7660cb98b2ab8948.jpeg,img_272906d198fa322b7660cb98b2ab8948.jpeg,272906d198fa322b7660cb98b2ab8948,safe-driving-let-straight-going-first-intersection-272906d1.jpeg,/qbank/2023-test1/images/safe-driving-let-straight-going-first-intersection-272906d1.jpeg,q0230,230,proper-driving,proper-driving:safe-driving,true,safe-driving-let-straight-going-first-intersection
/qbank/2023-test1/images/img_c47f0b466f45600666862d4b0bc703b0.jpeg,img_c47f0b466f45600666862d4b0bc703b0.jpeg,c47f0b466f45600666862d4b0bc703b0,safe-driving-speeding-though-intersection-before-light-c47f0b46.jpeg,/qbank/2023-test1/images/safe-driving-speeding-though-intersection-before-light-c47f0b46.jpeg,q0231,231,proper-driving,proper-driving:safe-driving|traffic-signals:signal-lights,true,safe-driving-speeding-though-intersection-before-light
/qbank/2023-test1/images/img_0fe8fa9235715cfc5623b8a1e26b4340.jpeg,img_0fe8fa9235715cfc5623b8a1e26b4340.jpeg,0fe8fa9235715cfc5623b8a1e26b4340,road-markings-case-right-side-bus-lane-0fe8fa92.jpeg,/qbank/2023-test1/images/road-markings-case-right-side-bus-lane-0fe8fa92.jpeg,q0235,235,traffic-signals,traffic-signals:road-markings|road-safety:road-conditions,true,road-markings-case-right-side-bus-lane
/qbank/2023-test1/images/img_53d66a06ef09c366c0b152f300e30447.jpeg,img_53d66a06ef09c366c0b152f300e30447.jpeg,53d66a06ef09c366c0b152f300e30447,safe-driving-method-direction-changing-lanes-red-53d66a06.jpeg,/qbank/2023-test1/images/safe-driving-method-direction-changing-lanes-red-53d66a06.jpeg,q0236,236,proper-driving,proper-driving:safe-driving,true,safe-driving-method-direction-changing-lanes-red
/qbank/2023-test1/images/img_c62059a1205d9c349690fff36e75a365.jpeg,img_c62059a1205d9c349690fff36e75a365.jpeg,c62059a1205d9c349690fff36e75a365,road-conditions-motorized-make-turn-long-interfere-c62059a1.jpeg,/qbank/2023-test1/images/road-conditions-motorized-make-turn-long-interfere-c62059a1.jpeg,q0240,240,road-safety,road-safety:road-conditions|proper-driving:road-markings,true,road-conditions-motorized-make-turn-long-interfere
/qbank/2023-test1/images/img_c5834a69448f19e603e57f4b3bb15a19.jpeg,img_c5834a69448f19e603e57f4b3bb15a19.jpeg,c5834a69448f19e603e57f4b3bb15a19,row-overtake-situation-c5834a69.jpeg,/qbank/2023-test1/images/row-overtake-situation-c5834a69.jpeg,q0255,255,row,,true,row-overtake-situation
/qbank/2023-test1/images/img_ff7559b6aed27e39cda83b9e9b705550.jpeg,img_ff7559b6aed27e39cda83b9e9b705550.jpeg,ff7559b6aed27e39cda83b9e9b705550,right-of-way-you-have-priviledged-passing-right-ff7559b6.jpeg,/qbank/2023-test1/images/right-of-way-you-have-priviledged-passing-right-ff7559b6.jpeg,q0256,256,right-of-way,,true,right-of-way-you-have-priviledged-passing-right
/qbank/2023-test1/images/img_a5b00bf340ddd40d19965cea0ece45b1.jpeg,img_a5b00bf340ddd40d19965cea0ece45b1.jpeg,a5b00bf340ddd40d19965cea0ece45b1,expressway-leave-ramp-location-directly-a5b00bf3.jpeg,/qbank/2023-test1/images/expressway-leave-ramp-location-directly-a5b00bf3.jpeg,q0259,259,expressway,,true,expressway-leave-ramp-location-directly
/qbank/2023-test1/images/p20-260.jpg,p20-260.jpg,bdaaad2768ddfc3da2f0399f9e14d749,safe-driving-act-small-passenger-enter-expressway-bdaaad27.jpg,/qbank/2023-test1/images/safe-driving-act-small-passenger-enter-expressway-bdaaad27.jpg,q0260,260,proper-driving,proper-driving:safe-driving|road-safety:road-markings,true,safe-driving-act-small-passenger-enter-expressway
/qbank/2023-test1/images/img_858e749efd0de7a01117a63580727d3e.jpeg,img_858e749efd0de7a01117a63580727d3e.jpeg,858e749efd0de7a01117a63580727d3e,traffic-laws-small-car-stop-here-858e749e.jpeg,/qbank/2023-test1/images/traffic-laws-small-car-stop-here-858e749e.jpeg,q0270,270,proper-driving,proper-driving:traffic-laws|traffic-signals:road-markings,true,traffic-laws-small-car-stop-here
/qbank/2023-test1/images/img_fee2351995cc463449d1ad9a03ae0a60.jpeg,img_fee2351995cc463449d1ad9a03ae0a60.jpeg,fee2351995cc463449d1ad9a03ae0a60,traffic-laws-may-stop-temporarily-lane-non-fee23519.jpeg,/qbank/2023-test1/images/traffic-laws-may-stop-temporarily-lane-non-fee23519.jpeg,q0272,272,proper-driving,proper-driving:traffic-laws,true,traffic-laws-may-stop-temporarily-lane-non
/qbank/2023-test1/images/img_432de8d340853be227e496fed26cf1f8.jpeg,img_432de8d340853be227e496fed26cf1f8.jpeg,432de8d340853be227e496fed26cf1f8,violations-penalties-driving-motorized-illegal-act-432de8d3.jpeg,/qbank/2023-test1/images/violations-penalties-driving-motorized-illegal-act-432de8d3.jpeg,q0281,281,violations-penalties,,true,violations-penalties-driving-motorized-illegal-act
/qbank/2023-test1/images/img_0f552212d0c9ac073a9b8761e80c71e3.jpeg,img_0f552212d0c9ac073a9b8761e80c71e3.jpeg,0f552212d0c9ac073a9b8761e80c71e3,signal-lights-position-you-may-speed-pass-0f552212.jpeg,/qbank/2023-test1/images/signal-lights-position-you-may-speed-pass-0f552212.jpeg,q0284,284,traffic-signals,traffic-signals:signal-lights,true,signal-lights-position-you-may-speed-pass
/qbank/2023-test1/images/img_90c2407e44d4797b115b496e620a0080.jpeg,img_90c2407e44d4797b115b496e620a0080.jpeg,90c2407e44d4797b115b496e620a0080,row-using-low-beam-light-such-90c2407e.jpeg,/qbank/2023-test1/images/row-using-low-beam-light-such-90c2407e.jpeg,q0286,286,row,,true,row-using-low-beam-light-such
/qbank/2023-test1/images/img_d43c83ae3a1b905829493fd87a290a1e.jpeg,img_d43c83ae3a1b905829493fd87a290a1e.jpeg,d43c83ae3a1b905829493fd87a290a1e,row-using-high-low-beam-lights-d43c83ae.jpeg,/qbank/2023-test1/images/row-using-high-low-beam-lights-d43c83ae.jpeg,q0287,287,row,,true,row-using-high-low-beam-lights
/qbank/2023-test1/images/img_a321035f196ed76c7798c181f76305d9.jpeg,img_a321035f196ed76c7798c181f76305d9.jpeg,a321035f196ed76c7798c181f76305d9,row-you-speed-change-lane-front-a321035f.jpeg,/qbank/2023-test1/images/row-you-speed-change-lane-front-a321035f.jpeg,q0289,289,row,,true,row-you-speed-change-lane-front
/qbank/2023-test1/images/img_07ca1403dc8f492e3a68d8f8fa3b7528.jpeg,img_07ca1403dc8f492e3a68d8f8fa3b7528.jpeg,07ca1403dc8f492e3a68d8f8fa3b7528,road-signs-turn-section-07ca1403.jpeg,/qbank/2023-test1/images/road-signs-turn-section-07ca1403.jpeg,q0290,290,traffic-signals,traffic-signals:road-signs|traffic-signals:road-markings,true,road-signs-turn-section
/qbank/2023-test1/images/img_6861187521c054495274830602e2a103.jpeg,img_6861187521c054495274830602e2a103.jpeg,6861187521c054495274830602e2a103,expressway-method-small-passenger-leave-68611875.jpeg,/qbank/2023-test1/images/expressway-method-small-passenger-leave-68611875.jpeg,q0292,292,expressway,,true,expressway-method-small-passenger-leave
/qbank/2023-test1/images/img-303.jpg,img-303.jpg,516c11deea0462bb385eef299189c163,right-of-way-you-have-priviledged-passing-right-516c11de.jpg,/qbank/2023-test1/images/right-of-way-you-have-priviledged-passing-right-516c11de.jpg,q0303,303,right-of-way,,true,right-of-way-you-have-priviledged-passing-right
/qbank/2023-test1/images/img_df16ca3c108845d694e39a5aef9d6800.jpeg,img_df16ca3c108845d694e39a5aef9d6800.jpeg,df16ca3c108845d694e39a5aef9d6800,right-of-way-you-have-priviledged-passing-right-df16ca3c.jpeg,/qbank/2023-test1/images/right-of-way-you-have-priviledged-passing-right-df16ca3c.jpeg,q0304,304,right-of-way,,true,right-of-way-you-have-priviledged-passing-right
/qbank/2023-test1/images/img_e28e798efd2a722ccd0272178cdde33c.jpeg,img_e28e798efd2a722ccd0272178cdde33c.jpeg,e28e798efd2a722ccd0272178cdde33c,road-markings-you-drive-directly-expressway-position-e28e798e.jpeg,/qbank/2023-test1/images/road-markings-you-drive-directly-expressway-position-e28e798e.jpeg,q0308,308,traffic-signals,traffic-signals:road-markings|proper-driving:safe-driving,true,road-markings-you-drive-directly-expressway-position
/qbank/2023-test1/images/img_2652192e913c912d1358e8c40fb3134e.jpeg,img_2652192e913c912d1358e8c40fb3134e.jpeg,2652192e913c912d1358e8c40fb3134e,road-signs-cannot-make-turn-section-2652192e.jpeg,/qbank/2023-test1/images/road-signs-cannot-make-turn-section-2652192e.jpeg,q0319,319,traffic-signals,traffic-signals:road-signs|traffic-signals:road-markings,true,road-signs-cannot-make-turn-section
/qbank/2023-test1/images/img_c66ca172ed6fcfd4784248756830bbd2.jpeg,img_c66ca172ed6fcfd4784248756830bbd2.jpeg,c66ca172ed6fcfd4784248756830bbd2,road-conditions-driving-motorized-condition-maximum-speed-c66ca172.jpeg,/qbank/2023-test1/images/road-conditions-driving-motorized-condition-maximum-speed-c66ca172.jpeg,q0329,329,road-safety,road-safety:road-conditions|proper-driving:safe-driving,true,road-conditions-driving-motorized-condition-maximum-speed
/qbank/2023-test1/images/img_0a893fae0667f5fe0e9bb85787fdd671.jpeg,img_0a893fae0667f5fe0e9bb85787fdd671.jpeg,0a893fae0667f5fe0e9bb85787fdd671,traffic-lights-stop-observe-reaching-level-crossing-0a893fae.jpeg,/qbank/2023-test1/images/traffic-lights-stop-observe-reaching-level-crossing-0a893fae.jpeg,q0330,330,traffic-lights,,true,traffic-lights-stop-observe-reaching-level-crossing
/qbank/2023-test1/images/img_6978d1751a98788d3017051e326b520b.jpeg,img_6978d1751a98788d3017051e326b520b.jpeg,6978d1751a98788d3017051e326b520b,road-signs-reduce-frequency-honking-section-6978d175.jpeg,/qbank/2023-test1/images/road-signs-reduce-frequency-honking-section-6978d175.jpeg,q0334,334,traffic-signals,traffic-signals:road-signs,true,road-signs-reduce-frequency-honking-section
/qbank/2023-test1/images/img_a8f0d8f9f51fdfa3dbe3fe1ef11dc0f5.jpeg,img_a8f0d8f9f51fdfa3dbe3fe1ef11dc0f5.jpeg,a8f0d8f9f51fdfa3dbe3fe1ef11dc0f5,right-of-way-stop-yield-pedestrians-under-situation-a8f0d8f9.jpeg,/qbank/2023-test1/images/right-of-way-stop-yield-pedestrians-under-situation-a8f0d8f9.jpeg,q0355,355,right-of-way,,true,right-of-way-stop-yield-pedestrians-under-situation
/qbank/2023-test1/images/img_f5e5264d403c455cd1a74f22201af3d6.jpeg,img_f5e5264d403c455cd1a74f22201af3d6.jpeg,f5e5264d403c455cd1a74f22201af3d6,road-markings-reducing-speed-yield-encountering-situation-f5e5264d.jpeg,/qbank/2023-test1/images/road-markings-reducing-speed-yield-encountering-situation-f5e5264d.jpeg,q0361|q0398,361|398,traffic-signals,traffic-signals:road-markings,true,road-markings-reducing-speed-yield-encountering-situation
/qbank/2023-test1/images/img_472909ac12ee4ca4a82700ad22834ae2.jpeg,img_472909ac12ee4ca4a82700ad22834ae2.jpeg,472909ac12ee4ca4a82700ad22834ae2,safe-driving-pass-intersection-reduce-speed-472909ac.jpeg,/qbank/2023-test1/images/safe-driving-pass-intersection-reduce-speed-472909ac.jpeg,q0364,364,proper-driving,proper-driving:safe-driving,true,safe-driving-pass-intersection-reduce-speed
/qbank/2023-test1/images/img_6b00aaa3d5f2c4d6c74f0867e4adf511.jpeg,img_6b00aaa3d5f2c4d6c74f0867e4adf511.jpeg,6b00aaa3d5f2c4d6c74f0867e4adf511,mcq-correct-kind-intersection-cannot-make-6b00aaa3.jpeg,/qbank/2023-test1/images/mcq-correct-kind-intersection-cannot-make-6b00aaa3.jpeg,q0365,365,mcq,,true,mcq-correct-kind-intersection-cannot-make
/qbank/2023-test1/images/img_6764515c171df322c9a5c63f5d9a927b.jpeg,img_6764515c171df322c9a5c63f5d9a927b.jpeg,6764515c171df322c9a5c63f5d9a927b,traffic-laws-kind-behavior-driver-violates-law-buckled-6764515c.jpeg,/qbank/2023-test1/images/traffic-laws-kind-behavior-driver-violates-law-buckled-6764515c.jpeg,q0366,366,proper-driving,proper-driving:traffic-laws|driving-operations:gears,true,traffic-laws-kind-behavior-driver-violates-law-buckled
/qbank/2023-test1/images/img_647702fb8244fca65e8d2559c3656903.jpeg,img_647702fb8244fca65e8d2559c3656903.jpeg,647702fb8244fca65e8d2559c3656903,mcq-max-speed-limit-90km-647702fb.jpeg,/qbank/2023-test1/images/mcq-max-speed-limit-90km-647702fb.jpeg,q0367,367,mcq,,true,mcq-max-speed-limit-90km
/qbank/2023-test1/images/img_17294c50fda5877f5f53f6c78a875036.jpeg,img_17294c50fda5877f5f53f6c78a875036.jpeg,17294c50fda5877f5f53f6c78a875036,mcq-light-means-allowed-pass-17294c50.jpeg,/qbank/2023-test1/images/mcq-light-means-allowed-pass-17294c50.jpeg,q0372,372,mcq,,true,mcq-light-means-allowed-pass
/qbank/2023-test1/images/img_2cfba658be4a687b8f3fff72d55b1075.jpeg,img_2cfba658be4a687b8f3fff72d55b1075.jpeg,2cfba658be4a687b8f3fff72d55b1075,road-signs-drive-section-reduce-speed-2cfba658.jpeg,/qbank/2023-test1/images/road-signs-drive-section-reduce-speed-2cfba658.jpeg,q0373,373,traffic-signals,traffic-signals:road-signs,true,road-signs-drive-section-reduce-speed
/qbank/2023-test1/images/img_fefff2165fa410429a04cfae4d14535d.jpeg,img_fefff2165fa410429a04cfae4d14535d.jpeg,fefff2165fa410429a04cfae4d14535d,traffic-lights-front-run-situation-yield-fefff216.jpeg,/qbank/2023-test1/images/traffic-lights-front-run-situation-yield-fefff216.jpeg,q0378,378,traffic-lights,,true,traffic-lights-front-run-situation-yield
/qbank/2023-test1/images/img_46b1c5031dd191e6708efc78e9d45c1f.jpeg,img_46b1c5031dd191e6708efc78e9d45c1f.jpeg,46b1c5031dd191e6708efc78e9d45c1f,mcq-lights-allow-turn-right-46b1c503.jpeg,/qbank/2023-test1/images/mcq-lights-allow-turn-right-46b1c503.jpeg,q0380,380,mcq,,true,mcq-lights-allow-turn-right
/qbank/2023-test1/images/img_a26d545fc47e04076fb7bbc3fbac8fbe.jpeg,img_a26d545fc47e04076fb7bbc3fbac8fbe.jpeg,a26d545fc47e04076fb7bbc3fbac8fbe,indicators-use-lights-entering-speed-reducing-turn-right-a26d545f.jpeg,/qbank/2023-test1/images/indicators-use-lights-entering-speed-reducing-turn-right-a26d545f.jpeg,q0391,391,driving-operations,driving-operations:indicators,true,indicators-use-lights-entering-speed-reducing-turn-right
/qbank/2023-test1/images/img_13c3ed301395ede8f2b11e3f1e60bec4.jpeg,img_13c3ed301395ede8f2b11e3f1e60bec4.jpeg,13c3ed301395ede8f2b11e3f1e60bec4,safe-driving-while-entering-intersection-let-cars-13c3ed30.jpeg,/qbank/2023-test1/images/safe-driving-while-entering-intersection-let-cars-13c3ed30.jpeg,q0397,397,proper-driving,proper-driving:safe-driving,true,safe-driving-while-entering-intersection-let-cars
/qbank/2023-test1/images/img_8256a285df73409f8c2484fab639aa2f.jpeg,img_8256a285df73409f8c2484fab639aa2f.jpeg,8256a285df73409f8c2484fab639aa2f,expressway-max-speed-120km-8256a285.jpeg,/qbank/2023-test1/images/expressway-max-speed-120km-8256a285.jpeg,q0399,399,expressway,,true,expressway-max-speed-120km
/qbank/2023-test1/images/img_45dfa2d68f93b92f18ee3b96b1bb9745.jpeg,img_45dfa2d68f93b92f18ee3b96b1bb9745.jpeg,45dfa2d68f93b92f18ee3b96b1bb9745,mcq-max-speed-passing-curve-30km-45dfa2d6.jpeg,/qbank/2023-test1/images/mcq-max-speed-passing-curve-30km-45dfa2d6.jpeg,q0400,400,mcq,,true,mcq-max-speed-passing-curve-30km
/qbank/2023-test1/images/img_91721a46efb869d0e3a3648cca472f9f.jpeg,img_91721a46efb869d0e3a3648cca472f9f.jpeg,91721a46efb869d0e3a3648cca472f9f,road-markings-make-turn-intersection-broken-lines-91721a46.jpeg,/qbank/2023-test1/images/road-markings-make-turn-intersection-broken-lines-91721a46.jpeg,q0402,402,traffic-signals,traffic-signals:road-markings,true,road-markings-make-turn-intersection-broken-lines
/qbank/2023-test1/images/img_9471d370ed4f9cd7bb0e17e248a77fe5.jpeg,img_9471d370ed4f9cd7bb0e17e248a77fe5.jpeg,9471d370ed4f9cd7bb0e17e248a77fe5,road-markings-lane-choose-turning-left-intersection-far-9471d370.jpeg,/qbank/2023-test1/images/road-markings-lane-choose-turning-left-intersection-far-9471d370.jpeg,q0408,408,traffic-signals,traffic-signals:road-markings,true,road-markings-lane-choose-turning-left-intersection-far
/qbank/2023-test1/images/img_c7ca966cc4d3ac5e9a2e7250e02d67a9.jpeg,img_c7ca966cc4d3ac5e9a2e7250e02d67a9.jpeg,c7ca966cc4d3ac5e9a2e7250e02d67a9,expressway-minimum-speed-60km-c7ca966c.jpeg,/qbank/2023-test1/images/expressway-minimum-speed-60km-c7ca966c.jpeg,q0409,409,expressway,,true,expressway-minimum-speed-60km
/qbank/2023-test1/images/img_7a75f158d086dbaf9a5294370023efbb.jpeg,img_7a75f158d086dbaf9a5294370023efbb.jpeg,7a75f158d086dbaf9a5294370023efbb,mcq-minimum-speed-lane-90km-7a75f158.jpeg,/qbank/2023-test1/images/mcq-minimum-speed-lane-90km-7a75f158.jpeg,q0410,410,mcq,,true,mcq-minimum-speed-lane-90km
/qbank/2023-test1/images/img_b5b3cbb3e9972630ee5fcc3d3a08336b.jpeg,img_b5b3cbb3e9972630ee5fcc3d3a08336b.jpeg,b5b3cbb3e9972630ee5fcc3d3a08336b,mcq-light-mean-prohibited-passing-b5b3cbb3.jpeg,/qbank/2023-test1/images/mcq-light-mean-prohibited-passing-b5b3cbb3.jpeg,q0414,414,mcq,,true,mcq-light-mean-prohibited-passing
/qbank/2023-test1/images/img_64efbd317203a76a5ca0b6a9f4a96bc3.jpeg,img_64efbd317203a76a5ca0b6a9f4a96bc3.jpeg,64efbd317203a76a5ca0b6a9f4a96bc3,road-conditions-run-drive-middle-64efbd31.jpeg,/qbank/2023-test1/images/road-conditions-run-drive-middle-64efbd31.jpeg,q0415,415,road-safety,road-safety:road-conditions,true,road-conditions-run-drive-middle
/qbank/2023-test1/images/img_fe5c15c018a5d487a9ae455fbbaed315.jpeg,img_fe5c15c018a5d487a9ae455fbbaed315.jpeg,fe5c15c018a5d487a9ae455fbbaed315,road-markings-kind-lane-red-car-running-fast-fe5c15c0.jpeg,/qbank/2023-test1/images/road-markings-kind-lane-red-car-running-fast-fe5c15c0.jpeg,q0416,416,traffic-signals,traffic-signals:road-markings,true,road-markings-kind-lane-red-car-running-fast
/qbank/2023-test1/images/img_a2a55269176c435a5c424f2814171fe4.jpeg,img_a2a55269176c435a5c424f2814171fe4.jpeg,a2a55269176c435a5c424f2814171fe4,road-conditions-intersection-stop-wait-a2a55269.jpeg,/qbank/2023-test1/images/road-conditions-intersection-stop-wait-a2a55269.jpeg,q0418,418,road-safety,road-safety:road-conditions,true,road-conditions-intersection-stop-wait
/qbank/2023-test1/images/img_e86d66838382756582f2722040088d82.jpeg,img_e86d66838382756582f2722040088d82.jpeg,e86d66838382756582f2722040088d82,violations-penalties-kind-violation-red-car-have-less-than-e86d6683.jpeg,/qbank/2023-test1/images/violations-penalties-kind-violation-red-car-have-less-than-e86d6683.jpeg,q0419,419,violations-penalties,,true,violations-penalties-kind-violation-red-car-have-less-than
/qbank/2023-test1/images/img_3676dbb29c31beb7bb6ed0860c7934dd.jpeg,img_3676dbb29c31beb7bb6ed0860c7934dd.jpeg,3676dbb29c31beb7bb6ed0860c7934dd,accidents-causes-rear-end-collision-maintaining-safe-3676dbb2.jpeg,/qbank/2023-test1/images/accidents-causes-rear-end-collision-maintaining-safe-3676dbb2.jpeg,q0424,424,accidents,,true,accidents-causes-rear-end-collision-maintaining-safe
/qbank/2023-test1/images/img_fde2c5644fa9065e50deb8dc631141b1.jpeg,img_fde2c5644fa9065e50deb8dc631141b1.jpeg,fde2c5644fa9065e50deb8dc631141b1,mcq-side-overtake-left-fde2c564.jpeg,/qbank/2023-test1/images/mcq-side-overtake-left-fde2c564.jpeg,q0425,425,mcq,,true,mcq-side-overtake-left
/qbank/2023-test1/images/img_f53d2302c211a8a9c8222bb1205f4fbb.jpeg,img_f53d2302c211a8a9c8222bb1205f4fbb.jpeg,f53d2302c211a8a9c8222bb1205f4fbb,right-of-way-situation-stop-yield-f53d2302.jpeg,/qbank/2023-test1/images/right-of-way-situation-stop-yield-f53d2302.jpeg,q0427,427,right-of-way,,true,right-of-way-situation-stop-yield
/qbank/2023-test1/images/img_4ee8f5ce7833032d14266b31b954f52f.jpeg,img_4ee8f5ce7833032d14266b31b954f52f.jpeg,4ee8f5ce7833032d14266b31b954f52f,violations-penalties-kind-violation-broken-down-have-placing-war-4ee8f5ce.jpeg,/qbank/2023-test1/images/violations-penalties-kind-violation-broken-down-have-placing-war-4ee8f5ce.jpeg,q0428,428,violations-penalties,,true,violations-penalties-kind-violation-broken-down-have-placing-war
/qbank/2023-test1/images/img_c8890aa39e6f49a8256fb588405c4d50.jpeg,img_c8890aa39e6f49a8256fb588405c4d50.jpeg,c8890aa39e6f49a8256fb588405c4d50,expressway-max-speed-highway-70km-c8890aa3.jpeg,/qbank/2023-test1/images/expressway-max-speed-highway-70km-c8890aa3.jpeg,q0438,438,expressway,,true,expressway-max-speed-highway-70km
/qbank/2023-test1/images/img_b416d73b343d24dcfa652df60f39af53.jpeg,img_b416d73b343d24dcfa652df60f39af53.jpeg,b416d73b343d24dcfa652df60f39af53,safe-driving-turn-right-intersection-let-opposite-b416d73b.jpeg,/qbank/2023-test1/images/safe-driving-turn-right-intersection-let-opposite-b416d73b.jpeg,q0442,442,proper-driving,proper-driving:safe-driving,true,safe-driving-turn-right-intersection-let-opposite
/qbank/2023-test1/images/img_9f230d83f524ee2dbb74f9d036caf62a.jpeg,img_9f230d83f524ee2dbb74f9d036caf62a.jpeg,9f230d83f524ee2dbb74f9d036caf62a,mcq-first-encountering-such-kind-bridge-stop-observe-9f230d83.jpeg,/qbank/2023-test1/images/mcq-first-encountering-such-kind-bridge-stop-observe-9f230d83.jpeg,q0443,443,mcq,,true,mcq-first-encountering-such-kind-bridge-stop-observe
/qbank/2023-test1/images/p36-444.jpg,p36-444.jpg,e1fdb31f7cb095d6f1a1811306b0c97e,violations-penalties-kind-violation-car-have-while-stopping-sect-e1fdb31f.jpg,/qbank/2023-test1/images/violations-penalties-kind-violation-car-have-while-stopping-sect-e1fdb31f.jpg,q0444,444,violations-penalties,,true,violations-penalties-kind-violation-car-have-while-stopping-sect
/qbank/2023-test1/images/img_e7abac040b9d1623e52dc3f7d82d7e18.jpeg,img_e7abac040b9d1623e52dc3f7d82d7e18.jpeg,e7abac040b9d1623e52dc3f7d82d7e18,police-hand-signals-light-mean-intersection-warning-e7abac04.jpeg,/qbank/2023-test1/images/police-hand-signals-light-mean-intersection-warning-e7abac04.jpeg,q0451,451,police-hand-signals,,true,police-hand-signals-light-mean-intersection-warning
